,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
Glycine-Gly-SHMT2_SLC6A5_GLRA2,Glycine-Gly-SHMT2_SLC6A5_GLRA2,Glycine,Gly-SHMT2_SLC6A5,GLRA2,,,,,Non-protein Signaling,Gly-(SHMT2+SLC6A5) - GLRA2,PMID: 9131721,TRUE,"SLC6A5, SHMT2","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), SHMT","Cell membrane, Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid","Disease variant, Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Metal-binding, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Symport, Glycoprotein, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, One-carbon metabolism, Transferase, Transit peptide, Nucleus, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation",,FALSE,GLRA2,Ligand-gated ion channel (TC 1.A.9),"Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Glycine-Gly-SHMT2_SLC6A9_GLRA1_GLRB,Glycine-Gly-SHMT2_SLC6A9_GLRA1_GLRB,Glycine,Gly-SHMT2_SLC6A9,GLRA1_GLRB,,,,,Non-protein Signaling,Gly-(SHMT2+SLC6A9) - (GLRA1+GLRB),PMID: 9131721,TRUE,"SHMT2, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid, Cell membrane","Membrane, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, Alternative splicing, One-carbon metabolism, Transferase, Transit peptide, Disease variant, Reference proteome, Nucleus, Phosphoprotein, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation, Cell membrane, Transmembrane helix, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport",,FALSE,"GLRA1, GLRB",Ligand-gated ion channel (TC 1.A.9),"Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Glycine-Gly-SHMT2_SLC6A9_GLRA2,Glycine-Gly-SHMT2_SLC6A9_GLRA2,Glycine,Gly-SHMT2_SLC6A9,GLRA2,,,,,Non-protein Signaling,Gly-(SHMT2+SLC6A9) - GLRA2,PMID: 9131721,TRUE,"SHMT2, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid, Cell membrane","Membrane, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, Alternative splicing, One-carbon metabolism, Transferase, Transit peptide, Disease variant, Reference proteome, Nucleus, Phosphoprotein, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation, Cell membrane, Transmembrane helix, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport",,FALSE,GLRA2,Ligand-gated ion channel (TC 1.A.9),"Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
GNAI2_ADCY1,GNAI2_ADCY1,GN,GNAI2,ADCY1,,,,,Secreted Signaling,GNAI2 - ADCY1,2121366,NA,GNAI2,,,,,NA,ADCY1,,,,,,,,NA,celltalkDB
GNAI2_ADCY7,GNAI2_ADCY7,GN,GNAI2,ADCY7,,,,,Secreted Signaling,GNAI2 - ADCY7,32196115,NA,GNAI2,,,,,NA,ADCY7,,,,,,,,NA,celltalkDB
GNAI2_ADCY8,GNAI2_ADCY8,GN,GNAI2,ADCY8,,,,,Secreted Signaling,GNAI2 - ADCY8,32196115,NA,GNAI2,,,,,NA,ADCY8,,,,,,,,NA,celltalkDB
GNAI2_ADCY9,GNAI2_ADCY9,GN,GNAI2,ADCY9,,,,,Secreted Signaling,GNAI2 - ADCY9,32196115,NA,GNAI2,,,,,NA,ADCY9,,,,,,,,NA,celltalkDB
GNAI2_ADORA1,GNAI2_ADORA1,GN,GNAI2,ADORA1,,,,,Secreted Signaling,GNAI2 - ADORA1,11369591,NA,GNAI2,,,,,NA,ADORA1,,,,,,,,NA,celltalkDB
GNAI2_ADRA2A,GNAI2_ADRA2A,GN,GNAI2,ADRA2A,,,,,Secreted Signaling,GNAI2 - ADRA2A,7887906,NA,GNAI2,,,,,NA,ADRA2A,,,,,,,,NA,celltalkDB
GNAI2_ADRA2B,GNAI2_ADRA2B,GN,GNAI2,ADRA2B,,,,,Secreted Signaling,GNAI2 - ADRA2B,"2,619,831,932,196,110",NA,GNAI2,,,,,NA,ADRA2B,,,,,,,,NA,celltalkDB
GNAI2_AGTR2,GNAI2_AGTR2,GN,GNAI2,AGTR2,,,,,Secreted Signaling,GNAI2 - AGTR2,"2,619,831,932,196,110",NA,GNAI2,,,,,NA,AGTR2,,,,,,,,NA,celltalkDB
GNAI2_C5AR1,GNAI2_C5AR1,GN,GNAI2,C5AR1,,,,,Secreted Signaling,GNAI2 - C5AR1,7962171,NA,GNAI2,,,,,NA,C5AR1,,,,,,,,NA,celltalkDB
GNAI2_CAV1,GNAI2_CAV1,GN,GNAI2,CAV1,,,,,Secreted Signaling,GNAI2 - CAV1,8621645,NA,GNAI2,,,,,NA,CAV1,,,,,,,,NA,celltalkDB
GNAI2_CCR5,GNAI2_CCR5,GN,GNAI2,CCR5,,,,,Secreted Signaling,GNAI2 - CCR5,15251452,NA,GNAI2,,,,,NA,CCR5,,,,,,,,NA,celltalkDB
GNAI2_CHRM1,GNAI2_CHRM1,GN,GNAI2,CHRM1,,,,,Secreted Signaling,GNAI2 - CHRM1,8190105,NA,GNAI2,,,,,NA,CHRM1,,,,,,,,NA,celltalkDB
GNAI2_CNR1,GNAI2_CNR1,GN,GNAI2,CNR1,,,,,Secreted Signaling,GNAI2 - CNR1,"2,619,831,932,196,110",NA,GNAI2,,,,,NA,CNR1,,,,,,,,NA,celltalkDB
GNAI2_CXCR1,GNAI2_CXCR1,GN,GNAI2,CXCR1,,,,,Secreted Signaling,GNAI2 - CXCR1,8662698,NA,GNAI2,,,,,NA,CXCR1,,,,,,,,NA,celltalkDB
GNAI2_CXCR2,GNAI2_CXCR2,GN,GNAI2,CXCR2,,,,,Secreted Signaling,GNAI2 - CXCR2,8662698,NA,GNAI2,,,,,NA,CXCR2,,,,,,,,NA,celltalkDB
GNAI2_CXCR3,GNAI2_CXCR3,GN,GNAI2,CXCR3,,,,,Secreted Signaling,GNAI2 - CXCR3,32196115,NA,GNAI2,,,,,NA,CXCR3,,,,,,,,NA,celltalkDB
GNAI2_DRD2,GNAI2_DRD2,GN,GNAI2,DRD2,,,,,Secreted Signaling,GNAI2 - DRD2,10978845,NA,GNAI2,,,,,NA,DRD2,,,,,,,,NA,celltalkDB
GNAI2_EDNRA,GNAI2_EDNRA,GN,GNAI2,EDNRA,,,,,Secreted Signaling,GNAI2 - EDNRA,"2,619,831,932,196,110",NA,GNAI2,,,,,NA,EDNRA,,,,,,,,NA,celltalkDB
GNAI2_EDNRB,GNAI2_EDNRB,GN,GNAI2,EDNRB,,,,,Secreted Signaling,GNAI2 - EDNRB,32196115,NA,GNAI2,,,,,NA,EDNRB,,,,,,,,NA,celltalkDB
GNAI2_EGFR,GNAI2_EGFR,GN,GNAI2,EGFR,,,,,Secreted Signaling,GNAI2 - EGFR,"2,619,831,932,196,110",NA,GNAI2,,,,,NA,EGFR,,,,,,,,NA,celltalkDB
GNAI2_F2R,GNAI2_F2R,GN,GNAI2,F2R,,,,,Secreted Signaling,GNAI2 - F2R,10644723,NA,GNAI2,,,,,NA,F2R,,,,,,,,NA,celltalkDB
GNAI2_FPR1,GNAI2_FPR1,GN,GNAI2,FPR1,,,,,Secreted Signaling,GNAI2 - FPR1,8663057,NA,GNAI2,,,,,NA,FPR1,,,,,,,,NA,celltalkDB
GNAI2_IGF1R,GNAI2_IGF1R,GN,GNAI2,IGF1R,,,,,Secreted Signaling,GNAI2 - IGF1R,11120746,NA,GNAI2,,,,,NA,IGF1R,,,,,,,,NA,celltalkDB
GNAI2_LHCGR,GNAI2_LHCGR,GN,GNAI2,LHCGR,,,,,Secreted Signaling,GNAI2 - LHCGR,10493819,NA,GNAI2,,,,,NA,LHCGR,,,,,,,,NA,celltalkDB
GNAI2_LPAR3,GNAI2_LPAR3,GN,GNAI2,LPAR3,,,,,Secreted Signaling,GNAI2 - LPAR3,10727522,NA,GNAI2,,,,,NA,LPAR3,,,,,,,,NA,celltalkDB
GNAI2_MTNR1A,GNAI2_MTNR1A,GN,GNAI2,MTNR1A,,,,,Secreted Signaling,GNAI2 - MTNR1A,10598579,NA,GNAI2,,,,,NA,MTNR1A,,,,,,,,NA,celltalkDB
GNAI2_MTNR1B,GNAI2_MTNR1B,GN,GNAI2,MTNR1B,,,,,Secreted Signaling,GNAI2 - MTNR1B,17215244,NA,GNAI2,,,,,NA,MTNR1B,,,,,,,,NA,celltalkDB
GNAI2_OPRD1,GNAI2_OPRD1,GN,GNAI2,OPRD1,,,,,Secreted Signaling,GNAI2 - OPRD1,1671672,NA,GNAI2,,,,,NA,OPRD1,,,,,,,,NA,celltalkDB
GNAI2_OPRM1,GNAI2_OPRM1,GN,GNAI2,OPRM1,,,,,Secreted Signaling,GNAI2 - OPRM1,12068084,NA,GNAI2,,,,,NA,OPRM1,,,,,,,,NA,celltalkDB
GNAI2_P2RY12,GNAI2_P2RY12,GN,GNAI2,P2RY12,,,,,Secreted Signaling,GNAI2 - P2RY12,8554519,NA,GNAI2,,,,,NA,P2RY12,,,,,,,,NA,celltalkDB
GNAI2_PTPRU,GNAI2_PTPRU,GN,GNAI2,PTPRU,,,,,Secreted Signaling,GNAI2 - PTPRU,16298104,NA,GNAI2,,,,,NA,PTPRU,,,,,,,,NA,celltalkDB
GNAI2_S1PR1,GNAI2_S1PR1,GN,GNAI2,S1PR1,,,,,Secreted Signaling,GNAI2 - S1PR1,32196115,NA,GNAI2,,,,,NA,S1PR1,,,,,,,,NA,celltalkDB
GNAI2_S1PR3,GNAI2_S1PR3,GN,GNAI2,S1PR3,,,,,Secreted Signaling,GNAI2 - S1PR3,32196115,NA,GNAI2,,,,,NA,S1PR3,,,,,,,,NA,celltalkDB
GNAI2_S1PR4,GNAI2_S1PR4,GN,GNAI2,S1PR4,,,,,Secreted Signaling,GNAI2 - S1PR4,32196115,NA,GNAI2,,,,,NA,S1PR4,,,,,,,,NA,celltalkDB
GNAI2_S1PR5,GNAI2_S1PR5,GN,GNAI2,S1PR5,,,,,Secreted Signaling,GNAI2 - S1PR5,32196115,NA,GNAI2,,,,,NA,S1PR5,,,,,,,,NA,celltalkDB
GNAI2_TBXA2R,GNAI2_TBXA2R,GN,GNAI2,TBXA2R,,,,,Secreted Signaling,GNAI2 - TBXA2R,16212421,NA,GNAI2,,,,,NA,TBXA2R,,,,,,,,NA,celltalkDB
GNAI2_TSHR,GNAI2_TSHR,GN,GNAI2,TSHR,,,,,Secreted Signaling,GNAI2 - TSHR,8552586,NA,GNAI2,,,,,NA,TSHR,,,,,,,,NA,celltalkDB
GNAI2_UNC5B,GNAI2_UNC5B,GN,GNAI2,UNC5B,,,,,Secreted Signaling,GNAI2 - UNC5B,32196115,NA,GNAI2,,,,,NA,UNC5B,,,,,,,,NA,celltalkDB
GNAS_ADCY1,GNAS_ADCY1,GN,GNAS,ADCY1,,,,,Secreted Signaling,GNAS - ADCY1,32196115,NA,GNAS,,,,,NA,ADCY1,,,,,,,,NA,celltalkDB
GNAS_ADCY7,GNAS_ADCY7,GN,GNAS,ADCY7,,,,,Secreted Signaling,GNAS - ADCY7,32196115,NA,GNAS,,,,,NA,ADCY7,,,,,,,,NA,celltalkDB
GNAS_ADCY8,GNAS_ADCY8,GN,GNAS,ADCY8,,,,,Secreted Signaling,GNAS - ADCY8,32196115,NA,GNAS,,,,,NA,ADCY8,,,,,,,,NA,celltalkDB
GNAS_ADCY9,GNAS_ADCY9,GN,GNAS,ADCY9,,,,,Secreted Signaling,GNAS - ADCY9,32196115,NA,GNAS,,,,,NA,ADCY9,,,,,,,,NA,celltalkDB
GNAS_ADORA1,GNAS_ADORA1,GN,GNAS,ADORA1,,,,,Secreted Signaling,GNAS - ADORA1,10521440,NA,GNAS,,,,,NA,ADORA1,,,,,,,,NA,celltalkDB
GNAS_ADRB2,GNAS_ADRB2,GN,GNAS,ADRB2,,,,,Secreted Signaling,GNAS - ADRB2,19144685,NA,GNAS,,,,,NA,ADRB2,,,,,,,,NA,NATMI
GNAS_ADRB3,GNAS_ADRB3,GN,GNAS,ADRB3,,,,,Secreted Signaling,GNAS - ADRB3,8011597,NA,GNAS,,,,,NA,ADRB3,,,,,,,,NA,celltalkDB
GNAS_AVPR2,GNAS_AVPR2,GN,GNAS,AVPR2,,,,,Secreted Signaling,GNAS - AVPR2,8621513,NA,GNAS,,,,,NA,AVPR2,,,,,,,,NA,celltalkDB
GNAS_CRHR1,GNAS_CRHR1,GN,GNAS,CRHR1,,,,,Secreted Signaling,GNAS - CRHR1,10598591,NA,GNAS,,,,,NA,CRHR1,,,,,,,,NA,celltalkDB
GNAS_GCGR,GNAS_GCGR,GN,GNAS,GCGR,,,,,Secreted Signaling,GNAS - GCGR,1908089,NA,GNAS,,,,,NA,GCGR,,,,,,,,NA,celltalkDB
GNAS_GLP1R,GNAS_GLP1R,GN,GNAS,GLP1R,,,,,Secreted Signaling,GNAS - GLP1R,32196115,NA,GNAS,,,,,NA,GLP1R,,,,,,,,NA,celltalkDB
GNAS_HTR6,GNAS_HTR6,GN,GNAS,HTR6,,,,,Secreted Signaling,GNAS - HTR6,11916537,NA,GNAS,,,,,NA,HTR6,,,,,,,,NA,celltalkDB
GNAS_LHCGR,GNAS_LHCGR,GN,GNAS,LHCGR,,,,,Secreted Signaling,GNAS - LHCGR,10493819,NA,GNAS,,,,,NA,LHCGR,,,,,,,,NA,celltalkDB
GNAS_PTGDR,GNAS_PTGDR,GN,GNAS,PTGDR,,,,,Secreted Signaling,GNAS - PTGDR,"2,619,831,932,196,110",NA,GNAS,,,,,NA,PTGDR,,,,,,,,NA,celltalkDB
GNAS_PTGIR,GNAS_PTGIR,GN,GNAS,PTGIR,,,,,Secreted Signaling,GNAS - PTGIR,"2,619,831,932,196,110",NA,GNAS,,,,,NA,PTGIR,,,,,,,,NA,celltalkDB
GNAS_TSHR,GNAS_TSHR,GN,GNAS,TSHR,,,,,Secreted Signaling,GNAS - TSHR,9525885,NA,GNAS,,,,,NA,TSHR,,,,,,,,NA,celltalkDB
GNAS_VIPR1,GNAS_VIPR1,GN,GNAS,VIPR1,,,,,Secreted Signaling,GNAS - VIPR1,11812005,NA,GNAS,,,,,NA,VIPR1,,,,,,,,NA,celltalkDB
GNB3_GABBR2,GNB3_GABBR2,GN,GNB3,GABBR2,,,,,Secreted Signaling,GNB3 - GABBR2,32196115,NA,GNB3,,,,,NA,GABBR2,,,,,,,,NA,celltalkDB
GNB3_TGFBR1,GNB3_TGFBR1,GN,GNB3,TGFBR1,,,,,Secreted Signaling,GNB3 - TGFBR1,15761153,NA,GNB3,,,,,NA,TGFBR1,,,,,,,,NA,celltalkDB
GNRH1_GNRHR,GNRH1_GNRHR,GNRH,GNRH1,GNRHR,,,,,Secreted Signaling,GNRH1 - GNRHR,PMID: 19640273,FALSE,GNRH1,GnRH,Secreted,"Disease variant, Signal, Reference proteome, Pyrrolidone carboxylic acid, Kallmann syndrome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Hypogonadotropic hypogonadism, 3D-structure, Hormone",hormone,FALSE,GNRHR,G-protein coupled receptor 1,Cell membrane,"Transducer, Disease variant, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Hypogonadotropic hypogonadism, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
GNRH2_GNRHR,GNRH2_GNRHR,GNRH,GNRH2,GNRHR,,,,,Secreted Signaling,GNRH2 - GNRHR,17942747,NA,GNRH2,,,,,NA,GNRHR,,,,,,,,NA,celltalkDB
GP1BA_ITGAM_ITGB2,GP1BA_ITGAM_ITGB2,GP1BA,GP1BA,ITGAM_ITGB2,,,,,Cell-Cell Contact,GP1BA - (ITGAM+ITGB2),PMC2194217,FALSE,GP1BA,,Membrane,"Blood coagulation, Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Bernard Soulier syndrome, von Willebrand disease, Glycoprotein, Disease variant, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Hemostasis, Cell adhesion, Repeat",,TRUE,"ITGAM, ITGB2","Integrin alpha chain, Integrin beta chain","Membrane raft, Cell membrane","Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Innate immunity, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Phagocytosis, Disease variant, Pyrrolidone carboxylic acid, Phosphoprotein",Receptors,Integrin;Other_receptors,Adhesion receptor,,TRUE,CellChatDB v1
GPC3_CD81,GPC3_CD81,GPC,GPC3,CD81,,,,,Cell-Cell Contact,GPC3 - CD81,19574424,NA,GPC3,,,,,NA,CD81,,,,,,,,NA,celltalkDB
GPC3_IGF1R,GPC3_IGF1R,GPC,GPC3,IGF1R,,,,,Cell-Cell Contact,GPC3 - IGF1R,18413366,NA,GPC3,,,,,NA,IGF1R,,,,,,,,NA,celltalkDB
GPC3_LRP1,GPC3_LRP1,GPC,GPC3,LRP1,,,,,Cell-Cell Contact,GPC3 - LRP1,32196115,NA,GPC3,,,,,NA,LRP1,,,,,,,,NA,celltalkDB
GPC3_LRP2,GPC3_LRP2,GPC,GPC3,LRP2,,,,,Cell-Cell Contact,GPC3 - LRP2,32196115,NA,GPC3,,,,,NA,LRP2,,,,,,,,NA,celltalkDB
GPC6_LRP1,GPC6_LRP1,GPC,GPC6,LRP1,,,,,Cell-Cell Contact,GPC6 - LRP1,,NA,GPC6,,,,,NA,LRP1,,,,,,,,NA,SingleCellSignalR
GPC6_LRP2,GPC6_LRP2,GPC,GPC6,LRP2,,,,,Cell-Cell Contact,GPC6 - LRP2,,NA,GPC6,,,,,NA,LRP2,,,,,,,,NA,SingleCellSignalR
GPHA2_EPHA6,GPHA2_EPHA6,GPH,GPHA2,EPHA6,,,,,Cell-Cell Contact,GPHA2 - EPHA6,32103204,NA,GPHA2,,,,,NA,EPHA6,,,,,,,,NA,celltalkDB
GPHA2_TSHR,GPHA2_TSHR,GPH,GPHA2,TSHR,,,,,Cell-Cell Contact,GPHA2 - TSHR,12045258,NA,GPHA2,,,,,NA,TSHR,,,,,,,,NA,celltalkDB
GPHB5_TSHR,GPHB5_TSHR,GPH,GPHB5,TSHR,,,,,Cell-Cell Contact,GPHB5 - TSHR,16210345,NA,GPHB5,,,,,NA,TSHR,,,,,,,,NA,NATMI
GPI_AMFR,GPI_AMFR,GPI,GPI,AMFR,,,,,Secreted Signaling,GPI - AMFR,12527360,NA,GPI,,,,,NA,AMFR,,,,,,,,NA,celltalkDB
GREM1_KDR,GREM1_KDR,BMP,GREM1,KDR,,,,,Secreted Signaling,GREM1 - KDR,20660291,NA,GREM1,,,,,NA,KDR,,,,,,,,NA,celltalkDB
GRN_CLEC4M,GRN_CLEC4M,GRN,GRN,CLEC4M,,,,,Secreted Signaling,GRN - CLEC4M,32103204,NA,GRN,,,,,NA,CLEC4M,,,,,,,,NA,celltalkDB
GRN_EGFR,GRN_EGFR,GRN,GRN,EGFR,,,,,Secreted Signaling,GRN - EGFR,32103204,NA,GRN,,,,,NA,EGFR,,,,,,,,NA,celltalkDB
GRN_SORT1,GRN_SORT1,GRN,GRN,SORT1,,,,,Secreted Signaling,GRN - SORT1,PMID: 29555433,FALSE,GRN,Granulin,"Secreted, Lysosome","Lysosome, Signal, Reference proteome, Neurodegeneration, Neuronal ceroid lipofuscinosis, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cytokine, Glycoprotein",,NA,SORT1,VPS10-related sortilin,"Golgi apparatus, Golgi stack membrane, Lysosome membrane, Cell membrane, Nucleus membrane, Endosome membrane, Endoplasmic reticulum membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Lysosome, Endocytosis, Developmental protein, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Palmitate, Endosome, Repeat",Receptors,Other_receptors;VPS10R,,,TRUE,CellChatDB v1
GRN_TNFRSF1A,GRN_TNFRSF1A,GRN,GRN,TNFRSF1A,,,,,Secreted Signaling,GRN - TNFRSF1A,24070898,NA,GRN,,,,,NA,TNFRSF1A,,,,,,,,NA,celltalkDB
GRN_TNFRSF1B,GRN_TNFRSF1B,GRN,GRN,TNFRSF1B,,,,,Secreted Signaling,GRN - TNFRSF1B,29740434,NA,GRN,,,,,NA,TNFRSF1B,,,,,,,,NA,celltalkDB
GRP_BRS3,GRP_BRS3,GPR,GRP,BRS3,,,,,Secreted Signaling,GRP - BRS3,11112777,NA,GRP,,,,,NA,BRS3,,,,,,,,NA,celltalkDB
GRP_GRPR,GRP_GRPR,GPR,GRP,GRPR,,,,,Secreted Signaling,GRP - GRPR,KEGG: hsa04080,FALSE,GRP,Bombesin/neuromedin-B/ranatensin,"Secreted, Secretory vesicle lumen, Cell projection, Cytoplasmic vesicle, Neuron projection","Cell projection, Signal, Reference proteome, Mast cell degranulation, Amidation, Secreted, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Cytoplasmic vesicle",secreted,FALSE,GRPR,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v1
GRP_NMBR,GRP_NMBR,GRP,GRP,NMBR,,,,,Secreted Signaling,GRP - NMBR,PMID:25209280;PMID:29133874,FALSE,GRP,Bombesin/neuromedin-B/ranatensin,"Secreted, Secretory vesicle lumen, Cell projection, Cytoplasmic vesicle, Neuron projection","Cell projection, Signal, Reference proteome, Mast cell degranulation, Amidation, Secreted, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Cytoplasmic vesicle",secreted,FALSE,NMBR,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
GSTM2_RYR2,GSTM2_RYR2,GST,GSTM2,RYR2,,,,,Secreted Signaling,GSTM2 - RYR2,22406107,NA,GSTM2,,,,,NA,RYR2,,,,,,,,NA,celltalkDB
GSTO1_RYR1,GSTO1_RYR1,GST,GSTO1,RYR1,,,,,Secreted Signaling,GSTO1 - RYR1,11035031,NA,GSTO1,,,,,NA,RYR1,,,,,,,,NA,celltalkDB
GSTP1_EGFR,GSTP1_EGFR,GST,GSTP1,EGFR,,,,,Secreted Signaling,GSTP1 - EGFR,26429914,NA,GSTP1,,,,,NA,EGFR,,,,,,,,NA,celltalkDB
GSTP1_TRAF2,GSTP1_TRAF2,GST,GSTP1,TRAF2,,,,,Secreted Signaling,GSTP1 - TRAF2,16636664,NA,GSTP1,,,,,NA,TRAF2,,,,,,,,NA,celltalkDB
GUCA2A_GUCY2C,GUCA2A_GUCY2C,GUCA,GUCA2A,GUCY2C,,,,,Secreted Signaling,GUCA2A - GUCY2C,PMID: 22384056,FALSE,GUCA2A,Guanylin,Secreted,"Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Direct protein sequencing",,NA,GUCY2C,Adenylyl cyclase class-4/guanylyl cyclase,"Cell membrane, Endoplasmic reticulum membrane","Disease variant, Membrane, Signal, Reference proteome, cGMP biosynthesis, Cell membrane, Transmembrane helix, Transmembrane, Receptor, GTP-binding, Lyase, Nucleotide-binding, Endoplasmic reticulum, Glycoprotein",Receptors,Kinase;RGC,,,NA,CellChatDB v1
GUCA2B_GUCY2C,GUCA2B_GUCY2C,GUCA,GUCA2B,GUCY2C,,,,,Secreted Signaling,GUCA2B - GUCY2C,PMID: 22384056,FALSE,GUCA2B,Guanylin,Secreted,"Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Direct protein sequencing",,NA,GUCY2C,Adenylyl cyclase class-4/guanylyl cyclase,"Cell membrane, Endoplasmic reticulum membrane","Disease variant, Membrane, Signal, Reference proteome, cGMP biosynthesis, Cell membrane, Transmembrane helix, Transmembrane, Receptor, GTP-binding, Lyase, Nucleotide-binding, Endoplasmic reticulum, Glycoprotein",Receptors,Kinase;RGC,,,NA,CellChatDB v1
GUCA2B_GUCY2D,GUCA2B_GUCY2D,GUCA,GUCA2B,GUCY2D,,,,,Secreted Signaling,GUCA2B - GUCY2D,9698373,NA,GUCA2B,,,,,NA,GUCY2D,,,,,,,,NA,celltalkDB
